Company,CrunchBase Profile,Image,Tagline,Year Founded,Market Categories,Address (HQ),City (HQ),State / Region (HQ),Country (HQ),Description,Homepage,Twitter,Acquired by,Acquisitions ID,API
Channel Intelligence,http://www.crunchbase.com/organization/channel-intelligence,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397188800/564549b46c7e5b5f86386eedd8706548.png",Channel Intelligence develops technology that connects shoppers with retailers through their brand website and digital media.,1999,Curated Web,"1180 Celebration Blvd., Suite 101, Orlando, Florida, United States",Orlando,Florida,United States,"Channel Intelligence CI specializes in product ecommerce. Our data-driven services drive product sales online. Leading brands and major retailers outperform with CI Boost™: where-to-buy, product search engines, shopping engines and Facebook platform services.CI Where-to-Buy is the global leader for major brands in 31 countries, delivering highly qualified customers to over 850 retailers worldwide.A featured Google Shopping launch partner, CI has developed a technology to help merchants maximize sales and Return On Ad Spend ROAS with Product Listing Ads PLAs, which has become an increasingly important channel for merchants.",http://www.channelintelligence.com,http://twitter.com/ciboost,Google,Google acquired Channel Intelligence in 2013,http://api.crunchbase.com/v/2/organization/channel-intelligence?user_key=0ebdc8274e821149894a240090945265
Clever Sense,http://www.crunchbase.com/organization/cellixis,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397184792/ef2008c70874cfdd5af342d6aaa13605.png","Clever Sense offers “Alfred,” a mobile app delivering personalized recommendations for nearby restaurants, coffee shops, and nightclubs.",2008,Curated Web,"1804 N. Shoreline Blvd, Suite 120, Mountain View, California, United States",Mountain View,California,United States,"The Clever Sense Platform makes sense of the real world by harvesting and sifting through the vast amount of information available on the Web. The platform is designed to connect the online world with the offline world: delivering the right information to the users in the right context right time, right place, right intent.At the heart of the Clever Sense Platform is the Serendipity Engine: a personalized context-aware right-time discovery engine. The Serendipity Engine adds a layer of real-time machine learning algorithms and intelligent agent architecture on top of the Clever Sense Interest Graph. It goes beyond traditional recommendation engines by incorporating user's anonymous interest profile and current context time, location, intent, and social context into curation of its recommendations.The Alfred mobile app is a personal concierge who provides high-quality recommendations from the start. Coming soon for iOS devices, Alfred recommends places that will truly shine for users, based on what he learns about their personal tastes and his extensive knowledge from the general web. Alfred, who has been called ""Pandora for the real world"", provides increasingly fine-tuned suggestions, personalized to the location, time, and person.Clever Sense was founded by two Stanford Engineering graduates in 2008. Our technical advisory includes Prof. Jeff Ullman Sergey Brin's former advisor at Stanford and Sep Kamvar creator of Google's Personalized Search.",http://www.thecleversense.com,http://twitter.com/thecleversense,Google,Google acquired Clever Sense in 2011,http://api.crunchbase.com/v/2/organization/cellixis?user_key=0ebdc8274e821149894a240090945265
DailyDeal,http://www.crunchbase.com/organization/dailydeal,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1398332772/z7bszynfedunfoivphds.jpg",DailyDeal is a couponing portal offering online shopping services.,2009,Curated Web,"Saarbruecker Strasse 37a, Berlin, Berlin, Germany",Berlin,Berlin,Germany,"DailyDeal GmbH offers online shopping services. The company is based in Berlin, Germany.",http://www.dailydeal.de,http://twitter.com/DailyDeal_GER,Google,Google acquired DailyDeal in 2011,http://api.crunchbase.com/v/2/organization/dailydeal?user_key=0ebdc8274e821149894a240090945265
DeepMind,http://www.crunchbase.com/organization/deepmind,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397181489/20dbaad4d148ed1a69c25eac5116b72d.bmp",Artificial intelligence company,2011,Software,"London, United Kingdom, Great Britain",London,United Kingdom,Great Britain,"DeepMind is a cutting edge artificial intelligence company. We combine the best techniques from machine learning and systems neuroscience to build powerful general-purpose learning algorithms.Founded by Demis Hassabis, Shane Legg and Mustafa Suleyman, the company is based in London and supported by some of the most iconic technology entrepreneurs and investors of the past decade.Our first commercial applications are in simulations, e-commerce and games.",http://deepmind.com,,Google,Google acquired DeepMind in 2014,http://api.crunchbase.com/v/2/organization/deepmind?user_key=0ebdc8274e821149894a240090945265
Deja,http://www.crunchbase.com/organization/deja,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189508/dd7d14afc0cb88552dac9a4c82534a77.gif",Deja was acquired by Google in February 2001.,,,,,,,Deja was acquired by Google in February 2001.,,,Google,Google acquired Deja in 2001,http://api.crunchbase.com/v/2/organization/deja?user_key=0ebdc8274e821149894a240090945265
Directr,http://www.crunchbase.com/organization/directr,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397199878/fc0073d322f4c60202be3c9d8d082fc3.png",Directr is a mobile application company providing users with the ability to create movies on their phones.,2012,"Film, Entertainment, Photography, Private Social Networking","47 Winter Street, 7th floor, Boston, Massachusetts, United States",Boston,Massachusetts,United States,Directr is a mobile application company that provides users with the ability to create beautiful movies on their phones in just minutes.Directr's app will automatically edit/sync videos on your phone and make moving sharing easy for everyone.,http://directr.co,http://twitter.com/directr,Google,Google acquired Directr in 2014,http://api.crunchbase.com/v/2/organization/directr?user_key=0ebdc8274e821149894a240090945265
Divide,http://www.crunchbase.com/organization/divide,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397183889/47deea5604af90e70473ccbc4e5d52a5.png","Divide is a dual-persona platform, which separates iOS and android devices into two personas for work and play.",2010,Software,"56 West 22nd Street, 10th Floor, New York City, New York, United States",New York City,New York,United States,Divide formerly known as Enterproid helps organizations and individuals get the most out of mobile technology and corporate BYOD policies.,http://www.divide.com,http://twitter.com/divide,Google,Google acquired Divide in 2014,http://api.crunchbase.com/v/2/organization/divide?user_key=0ebdc8274e821149894a240090945265
dMarc Broadcasting,http://www.crunchbase.com/organization/dmarcbroadcasting,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397181364/d65597786e2760a744c03d544572ca14.jpg",dMarc Broadcasting is a radio advertising company.,,Curated Web,"Usa, Kyushu, Japan",Usa,Kyushu,Japan,dMarc Broadcasting is a radio advertising company that was purchased by Google in January of 2007. The company was purchased to enhance AdWords with the option for customers to buy radio advertisements in addition to Web ads.,,,Google,Google acquired dMarc Broadcasting in 2006,http://api.crunchbase.com/v/2/organization/dmarcbroadcasting?user_key=0ebdc8274e821149894a240090945265
DocVerse,http://www.crunchbase.com/organization/docverse,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397195536/f3212e50b59b690b5dcb3897a7ba0ff5.png","DocVerse offers a plug-in for MS Word, PowerPoint and Excel that turns these apps into full-fledged, web-enabled, collaboration tools.",2007,Curated Web,"530 Howard St., Suite 450, San Francisco, California, United States",San Francisco,California,United States,"DocVerse was founded in 2007 by Microsoft veterans Shan Sinha and Alex DeNeui, who finally gave up on the constant back-and-forth email attachments required to share and edit Word, PowerPoint and Excel documents.The company has created an easy to use, downloadable plug-in for Microsoft Word, PowerPoint and Excel that turns these applications -- with nearly 600 million users worldwide -- into full-fledged, Web-enabled, collaboration tools. Their flagship product is the first ever to offer true real-time sharing and simultaneous group-editing of Word, PowerPoint and Excel documents, without sacrificing any of the power and familiarity of the most popular productivity suite in the world -- Microsoft Office.",http://www.docverse.com,,Google,Google acquired DocVerse in 2009,http://api.crunchbase.com/v/2/organization/docverse?user_key=0ebdc8274e821149894a240090945265
Dodgeball,http://www.crunchbase.com/organization/dodgeball,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189121/3dcdc3b88b919ae41c16c05ba7b1393c.png",Dodgeball is a location-based social networking software provider for mobile devices.,,,,,,,"Dodgeball was a location-based service based around SMS. Google acquired it in 2005, but the team left in 2007. Google shut down the service in 2009, the same year Foursquare/organization/foursquare also co-founded by Dennis Crowley was started.",,,Google,Google acquired Dodgeball in 2005,http://api.crunchbase.com/v/2/organization/dodgeball?user_key=0ebdc8274e821149894a240090945265
